Paper,entity,type,char_start,char_end,context_sentence
/work/eval_papers/PMID_33302084.pdf,GLY,CHEMICAL,1517,1520,"Herein, we dissected GLY-induced hepatotoxicity in juvenile common carp, and our research revealed an interesting phenomenon that GLY exposure caused oxidative stress as an early event, followed by hepatic inflammatory response, with lipid metabolism disorder as a late event."
/work/eval_papers/PMID_33302084.pdf,MDA,CHEMICAL,2524,2527,Data showed that GLY exposure induced a significant elevation of plasma MDA after exposure to GLY at 15 d even at low-dosage group.
/work/eval_papers/PMID_33302084.pdf,low-dosage,CHEMICAL,2566,2576,Data showed that GLY exposure induced a significant elevation of plasma MDA after exposure to GLY at 15 d even at low-dosage group.
/work/eval_papers/PMID_33302084.pdf,MDA,CHEMICAL,2603,2606,"Meanwhile, hepatic MDA and ROS levels were increased notably in two GLY-treated groups in response to the control group."
/work/eval_papers/PMID_33302084.pdf,ROS,CHEMICAL,2611,2614,"Meanwhile, hepatic MDA and ROS levels were increased notably in two GLY-treated groups in response to the control group."
/work/eval_papers/PMID_33302084.pdf,NADH quinone,CHEMICAL,3029,3041,"Nuclear factor erythroid-2 related factor 2 (Nrf-2) is a transcription factor that makes regulations for fundamental activities and inducible expression of a series of environmental stress response genes, so we further measured the mRNA expression changes of Nrf-2 and its downstream genes encoding heme oxygenase-1 (HO-1), NADH quinone oxidoreductase 1 (NQO1), SOD, CAT, and GSH-Px, showing functional and transcriptional evidence. **Correlation:** Negative **Correlation Snippet:** Compared with the control group, GLY exposure markedly up-regulated mRNA expression levels of interleukin-1β (IL-1β), IL-6, IL-8, and tumor necrosis factor-α (TNF-α) from 30 d in two treated groups in the liver of fish (p < 0.05)."
/work/eval_papers/PMID_33302084.pdf,carnitine,CHEMICAL,3485,3494,"On the other hand, transcription level of lipolysis-related gene carnitine palmitoyltransferase (CPT) was decreased significantly after exposure to GLY for 30 d in both treated groups (p < 0.05)."
/work/eval_papers/PMID_33302084.pdf,CPT,CHEMICAL,3517,3520,"On the other hand, transcription level of lipolysis-related gene carnitine palmitoyltransferase (CPT) was decreased significantly after exposure to GLY for 30 d in both treated groups (p < 0.05)."
/work/eval_papers/PMID_33302084.pdf,triglyceride,CHEMICAL,3658,3670,"Lipoprotein lipase LPL, hormone sensitive triglyceride lipase (HSL), and peroxisome proliferator-activated receptor α (PPAR-α) mRNA levels were descended remarkably in 5 and 50 mg/L treated groups until 45 d (p < 0.05)."
/work/eval_papers/PMID_33302084.pdf,glyphosate,CHEMICAL,3987,3997,"This data indicates a negative correlation between oxidative stress/inflammation markers and mitochondrial β-oxidation processes within the context of glyphosate exposure in fish, supporting the plausibility of the KER."
/work/eval_papers/PMID_33302084.pdf,Fish,SPECIES,1035,1039,"**Species:** Fish **Species Snippet:** Common carp, the most widely distributed freshwater fish in China, exerts properties of strong adaptability, easy breeding, and strong tolerance in the laboratory and stable data on inheritance and distinct biological background."
/work/eval_papers/PMID_33302084.pdf,fish,SPECIES,1113,1117,"**Species:** Fish **Species Snippet:** Common carp, the most widely distributed freshwater fish in China, exerts properties of strong adaptability, easy breeding, and strong tolerance in the laboratory and stable data on inheritance and distinct biological background."
/work/eval_papers/PMID_33302084.pdf,carp,SPECIES,1454,1458,"Herein, we dissected GLY-induced hepatotoxicity in juvenile common carp, and our research revealed an interesting phenomenon that GLY exposure caused oxidative stress as an early event, followed by hepatic inflammatory response, with lipid metabolism disorder as a late event."
/work/eval_papers/PMID_33302084.pdf,Fish,SPECIES,1714,1718,"**Test System:** In vivo **Test System Snippet:** Fish were treated with GLY (0, 5, and 50 mg/L) for 45 d, then plasma samples were collected on 15 d, 30 d, and 45 d of exposure to assess the activities of AST and ALT."
/work/eval_papers/PMID_31026768.pdf,Vinyl chloride,CHEMICAL,321,335,"Supporting extracted data from the paper includes: **Paper:** /work/eval_papers/PMID_31026768.pdf **Stressor:** pollutant **Stressor Snippet:** Vinyl chloride (VC), an abundant environmental contaminant causes steatohepatitis at high levels, but is considered safe at lower (i.e., sub-OSHA) levels."
/work/eval_papers/PMID_31026768.pdf,aldehyde,CHEMICAL,772,780,Mitochondrial aldehyde dehydrogenase 2 (ALDH2) serves as a key line of defense against endogenous and exogenous reactive aldehydes.
/work/eval_papers/PMID_31026768.pdf,Alda-1,CHEMICAL,980,986,The current study therefore tests the hypothesis that allosteric activation of ALDH2 with Alda-1 will protect against VC-enhanced NAFLD.
/work/eval_papers/PMID_31026768.pdf,Alda-1,CHEMICAL,1235,1241,"Some mice received Alda-1 (20 mg/kg i.p., 3 × /week) for the last 3 weeks of diet/VC exposure."
/work/eval_papers/PMID_31026768.pdf,Alda-1,CHEMICAL,1629,1635,"Some mice received Alda-1 (20 mg/kg i.p., 3 × /week) for the last 3 weeks of diet/VC exposure."
/work/eval_papers/PMID_31026768.pdf,aldehyde,CHEMICAL,2024,2032,"Indices of liver injury, oxidative stress, metabolic and mitochondrial (dys)function were measured. **Evidence Level:** functional;translational **Evidence Snippet:** Hepatic mitochondria were isolated from mice exposed to VC and HFD for 12 weeks and enzymatic ALDH2 activity assays were performed for determination of aldehyde clearance rate."
/work/eval_papers/PMID_31026768.pdf,mouse,SPECIES,1040,1045,**Species:** mouse **Species Snippet:**
/work/eval_papers/PMID_31026768.pdf,Mice,SPECIES,1067,1071,"Mice were exposed to low VC concentrations (< 1 ppm), or room air for 6 h/day, 5 days/week for 12 weeks, while on HFD or low-fat control diet (LFD)."
/work/eval_papers/PMID_31026768.pdf,HFD,SPECIES,1181,1184,"Mice were exposed to low VC concentrations (< 1 ppm), or room air for 6 h/day, 5 days/week for 12 weeks, while on HFD or low-fat control diet (LFD)."
/work/eval_papers/PMID_31026768.pdf,mice,SPECIES,1221,1225,"Some mice received Alda-1 (20 mg/kg i.p., 3 × /week) for the last 3 weeks of diet/VC exposure."
/work/eval_papers/PMID_31026768.pdf,Mice,SPECIES,1461,1465,"Mice were exposed to low VC concentrations (< 1 ppm), or room air for 6 h/day, 5 days/week for 12 weeks, while on HFD or low-fat control diet (LFD)."
/work/eval_papers/PMID_31026768.pdf,HFD,SPECIES,1575,1578,"Mice were exposed to low VC concentrations (< 1 ppm), or room air for 6 h/day, 5 days/week for 12 weeks, while on HFD or low-fat control diet (LFD)."
/work/eval_papers/PMID_31026768.pdf,mice,SPECIES,1615,1619,"Some mice received Alda-1 (20 mg/kg i.p., 3 × /week) for the last 3 weeks of diet/VC exposure."
/work/eval_papers/PMID_31026768.pdf,mice,SPECIES,1912,1916,"Indices of liver injury, oxidative stress, metabolic and mitochondrial (dys)function were measured. **Evidence Level:** functional;translational **Evidence Snippet:** Hepatic mitochondria were isolated from mice exposed to VC and HFD for 12 weeks and enzymatic ALDH2 activity assays were performed for determination of aldehyde clearance rate."
/work/eval_papers/PMID_31026768.pdf,HFD,SPECIES,2115,2118,"While VC had no effect on ALDH2 enzyme activity in the absence of HFD, it significantly enhanced the decrease in ALDH2 enzymatic activity by HFD (Fig. 1B)."
/work/eval_papers/PMID_31026768.pdf,HFD (Fig. 1B,SPECIES,2190,2202,"While VC had no effect on ALDH2 enzyme activity in the absence of HFD, it significantly enhanced the decrease in ALDH2 enzymatic activity by HFD (Fig. 1B)."
/work/eval_papers/PMID_31026768.pdf,HFD,SPECIES,2466,2469,"**Correlation:** negative **Correlation Snippet:** While VC had no effect on ALDH2 enzyme activity in the absence of HFD, it significantly enhanced the decrease in ALDH2 enzymatic activity by HFD (Fig. 1B)."
/work/eval_papers/PMID_31026768.pdf,HFD (Fig. 1B,SPECIES,2541,2553,"**Correlation:** negative **Correlation Snippet:** While VC had no effect on ALDH2 enzyme activity in the absence of HFD, it significantly enhanced the decrease in ALDH2 enzymatic activity by HFD (Fig. 1B)."
/work/eval_papers/PMID_32206109.pdf,Alcohol,CHEMICAL,298,305,"Supporting data from the paper (PMID 32206109) include: - **Stressor:** Alcohol (chronic-plus-binge ethanol feeding in mice) - **Stressor Snippet:** Alcoholic steatosis was induced by chronic-plus-binge ethanol feeding, with experiments involving NIK deletion, pharmacological inhibition, and adenoviral transfection to study NIK's role."
/work/eval_papers/PMID_32206109.pdf,ethanol,CHEMICAL,326,333,"Supporting data from the paper (PMID 32206109) include: - **Stressor:** Alcohol (chronic-plus-binge ethanol feeding in mice) - **Stressor Snippet:** Alcoholic steatosis was induced by chronic-plus-binge ethanol feeding, with experiments involving NIK deletion, pharmacological inhibition, and adenoviral transfection to study NIK's role."
/work/eval_papers/PMID_32206109.pdf,ethanol,CHEMICAL,429,436,"Supporting data from the paper (PMID 32206109) include: - **Stressor:** Alcohol (chronic-plus-binge ethanol feeding in mice) - **Stressor Snippet:** Alcoholic steatosis was induced by chronic-plus-binge ethanol feeding, with experiments involving NIK deletion, pharmacological inhibition, and adenoviral transfection to study NIK's role."
/work/eval_papers/PMID_32206109.pdf,ethanol,CHEMICAL,630,637,"Mice received chronic ethanol feeding, leading to increased hepatic TAG content and elevated p52 protein levels."
/work/eval_papers/PMID_32206109.pdf,fatty acid,CHEMICAL,930,940,"- **Test System:** In vivo mouse model - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Hepatocyte-specific deletion of NIK protected mice from steatosis by maintaining fatty acid oxidation; ethanol increased serine phosphorylation of PPARα, which was attenuated by NIK deletion."
/work/eval_papers/PMID_32206109.pdf,ethanol,CHEMICAL,952,959,"- **Test System:** In vivo mouse model - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Hepatocyte-specific deletion of NIK protected mice from steatosis by maintaining fatty acid oxidation; ethanol increased serine phosphorylation of PPARα, which was attenuated by NIK deletion."
/work/eval_papers/PMID_32206109.pdf,alcohol,CHEMICAL,1318,1325,"- **Correlation:** Negative This detailed evidence supports a biological plausibility score of 5, reflecting that changes in NIK modulate PPARα activity, impacting lipid metabolism under alcohol stress, consistent with the KER described."
/work/eval_papers/PMID_32206109.pdf,mice,SPECIES,345,349,"Supporting data from the paper (PMID 32206109) include: - **Stressor:** Alcohol (chronic-plus-binge ethanol feeding in mice) - **Stressor Snippet:** Alcoholic steatosis was induced by chronic-plus-binge ethanol feeding, with experiments involving NIK deletion, pharmacological inhibition, and adenoviral transfection to study NIK's role."
/work/eval_papers/PMID_32206109.pdf,adenoviral,SPECIES,519,529,"Supporting data from the paper (PMID 32206109) include: - **Stressor:** Alcohol (chronic-plus-binge ethanol feeding in mice) - **Stressor Snippet:** Alcoholic steatosis was induced by chronic-plus-binge ethanol feeding, with experiments involving NIK deletion, pharmacological inhibition, and adenoviral transfection to study NIK's role."
/work/eval_papers/PMID_32206109.pdf,Mouse,SPECIES,579,584,- **Species:** Mouse - **Species Snippet:**
/work/eval_papers/PMID_32206109.pdf,Mice,SPECIES,608,612,"Mice received chronic ethanol feeding, leading to increased hepatic TAG content and elevated p52 protein levels."
/work/eval_papers/PMID_32206109.pdf,mouse,SPECIES,748,753,"- **Test System:** In vivo mouse model - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Hepatocyte-specific deletion of NIK protected mice from steatosis by maintaining fatty acid oxidation; ethanol increased serine phosphorylation of PPARα, which was attenuated by NIK deletion."
/work/eval_papers/PMID_32206109.pdf,mice,SPECIES,895,899,"- **Test System:** In vivo mouse model - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Hepatocyte-specific deletion of NIK protected mice from steatosis by maintaining fatty acid oxidation; ethanol increased serine phosphorylation of PPARα, which was attenuated by NIK deletion."
